13915
all
adolescent 5.38 4.2 4.0
adopt 6.9 4.71 5.45
adoption 6.68 4.82 5.62
adoptive 5.67 4.4 5.59
adorable 7.4 4.66 6.83
adoration 6.47 4.36 6.54
adore 7.37 5.96 6.26
adoring 7.38 4.86 6.29
adrenalin 6.33 5.05 4.85
adrenaline 6.61 5.95 5.72
adrift 4.36 3.19 4.09
adult 5.9 4.36 6.46
adulterer 2.77 5.68 3.2
adultery 2.81 6.42 3.33
adulthood 5.05 4.28 6.11
advance 6.11 4.62 6.12
advanced 6.14 3.83 6.96
advancement 7.47 5.81 6.38
advantage 6.71 3.95 7.19
advantageous 6.79 5.7 6.22
adventure 7.4 6.36 6.36
adventurer 7.0 5.27 5.83
adventurous 7.37 6.67 5.71
adversary 4.55 4.41 5.0
adverse 3.68 3.89 3.35
adversity 4.26 3.82 4.63
advertise 5.16 4.29 5.74
advertisement 4.3 4.14 5.84
advertising 4.68 3.25 5.0
advice 5.78 3.05 5.83
advisable 5.62 4.36 5.86
advise 5.44 3.38 6.41
advisement 4.55 4.04 5.92
adviser 5.68 3.36 6.18
advisor 4.74 3.19 5.7
advisory 4.95 4.05 4.19
advocate 5.25 4.59 7.26
aerial 6.04 3.67 5.17
aerobics 6.0 5.1 5.7
aerodynamic 6.16 4.33 5.1
aerospace 5.79 4.52 5.17
aesthetic 5.43 2.88 5.5
affair 3.1 5.4 5.89
affect 5.65 3.61 6.39
affection 7.89 5.64 6.6
affectionate 7.23 4.77 6.9
affidavit 4.38 3.73 4.04
affiliation 5.32 3.9 5.3
affinity 5.86 4.29 6.55
affirmation 5.95 3.95 6.53
affirmative 5.94 3.64 6.78
affliction 3.76 5.1 4.17
afford 6.56 4.33 6.44
affordable 7.52 4.11 6.16
affront 4.53 4.5 5.04
afire 6.05 5.41 4.38
afloat 5.57 4.13 4.96
aforementioned 5.21 3.5 4.96
afraid 2.25 5.12 2.71
african 6.42 4.11 5.8
afterlife 5.53 4.32 5.86
aftermath 4.29 5.38 4.23
afternoon 6.68 3.48 5.71
aftershave 5.55 3.5 5.81
age 5.78 3.71 4.67
agency 5.14 3.17 4.89
agenda 5.05 3.62 5.36
agent 5.23 3.43 5.65
aggravate 2.55 5.9 4.85
aggravation 2.48 5.35 4.45
aggression 3.18 5.69 4.65
aggressive 3.08 5.87 5.49
aggressiveness 3.58 6.43 5.21
aggressor 2.8 6.55 4.57
agile 5.95 4.95 6.09
agility 6.55 4.21 6.41
aging 3.0 3.8 3.06
agitate 3.36 5.82 4.55
agitation 2.84 4.75 3.29
aglow 5.84 4.83 5.59
agonizing 2.68 6.71 4.04
agony 2.46 5.78 4.0
agree 7.17 3.62 6.94
agreeable 6.9 3.55 6.97
agreement 6.75 4.05 6.48
agricultural 5.5 3.55 5.74
agriculture 6.1 3.05 6.0
ahoy 5.58 3.95 5.45
aid 6.29 4.55 5.95
aide 5.6 4.0 7.05
aids 3.52 3.75 4.88
AIDS 1.33 5.0 3.55
ailing 2.95 4.52 4.15
ailment 3.0 3.68 3.14
aim 5.95 4.0 6.5
air 6.71 3.25 5.72
airbag 5.4 3.64 4.81
airborne 5.25 3.52 4.48
aircraft 6.3 4.86 5.71
aircraft-carrier 5.25 4.64 5.85
airfield 5.74 4.38 4.82
airhead 4.1 4.3 4.19
airline 5.36 4.12 4.92
airliner 6.05 4.0 4.25
airlock 4.85 4.23 5.0
airplane 5.25 5.62 4.12
airport 6.0 5.5 5.79
airship 5.63 4.88 4.43
airspace 5.5 4.4 4.91
airspeed 4.95 4.33 5.24
airstrip 4.76 3.83 5.1
airtight 5.1 3.3 4.76
airway 4.95 4.0 3.95
aisle 5.17 2.5 4.87
ajar 5.0 3.26 5.28
aka 4.63 3.39 4.4
alabaster 5.5 3.95 5.35
alarm 3.86 6.85 6.58
alarm-clock 3.47 5.36 4.82
alarming 3.52 6.5 4.05
albatross 5.68 3.09 4.91
albino 4.9 3.09 4.05
album 6.19 5.63 5.86
alcohol 4.11 5.17 4.0
alcoholic 2.49 5.48 3.27
alcoholism 2.0 5.0 3.0
alcove 5.5 3.32 5.33
alderman 4.44 3.05 5.04
ale 5.95 4.1 5.17
alert 5.38 5.14 6.58
alfalfa 4.79 3.67 5.73
algebra 5.4 4.6 4.54
algorithm 5.3 3.7 4.04
alias 5.0 4.71 5.94
alibi 4.16 4.5 5.17
alien 4.45 4.86 3.56
alienate 2.79 4.27 3.71
alienation 2.53 5.14 3.33
alight 5.67 3.86 5.88
align 5.95 3.32 5.95
alignment 6.0 3.92 6.32
alimony 3.86 3.09 4.32
alive 6.57 5.93 6.77
allegation 3.26 5.9 3.96
alleged 3.62 5.09 4.27
allegiance 5.8 5.17 7.05
allegro 5.0 3.89 5.36
allergic 3.0 5.4 3.81
allergy 2.9 3.9 3.5
alleviate 6.25 3.45 5.84
alley 4.17 4.08 4.63
alleyway 3.46 3.7 5.2
alliance 6.14 4.4 5.78
allied 5.95 3.38 5.4
alligator 4.23 5.36 4.1
allow 6.39 2.95 6.11
allowance 6.74 4.05 5.7
alloy 5.2 3.32 5.9
allure 6.9 4.25 5.77
alluring 6.74 4.35 5.86
ally 6.05 4.8 6.84
almanac 5.55 3.24 5.88
almighty 6.15 4.59 5.81
almond 6.05 2.89 6.46
aloha 7.1 3.82 6.33
alone 3.85 4.0 4.5
aloof 4.59 3.09 4.63
alpha 5.5 3.67 6.32
alphabet 5.95 3.15 5.79
alphabetical 6.32 3.0 6.14
alpine 5.84 3.52 5.74
altar 5.59 4.05 5.68
altar-boy 4.76 3.11 4.62
alter 4.57 4.17 5.57
alteration 5.05 4.05 6.15
altercation 3.61 5.62 4.4
alternate 5.15 3.48 5.2
alternating 5.37 4.27 5.53
alternative 5.33 3.61 6.33
altimeter 4.5 3.61 5.0
altitude 5.27 4.15 5.46
aluminum 5.1 4.05 6.0
alumnus 4.95 3.23 6.1
alzheimers 2.26 4.5 2.0
amaretto 6.0 4.04 5.19
amateur 4.58 3.55 5.25
amaze 7.24 5.0 5.83
amazed 7.55 5.95 6.11
amazement 7.29 6.3 6.43
amazing 7.72 6.05 6.83
ambassador 5.5 3.91 6.2
amber 6.15 3.36 6.21
ambience 6.35 3.85 5.57
ambient 6.33 3.2 4.86
ambiguous 5.16 4.0 5.12
ambition 7.28 4.86 6.36
ambitious 6.33 5.76 5.88
ambrosia 5.95 4.05 5.67
ambulance 3.71 5.33 3.29
ambush 3.17 5.58 3.96
amend 5.85 3.06 4.96
amendment 5.6 3.5 4.77
amends 6.68 3.95 5.96
amiable 6.7 2.85 6.14
amino 4.45 3.83 5.73
ammo 4.18 5.53 5.52
ammonia 3.74 3.0 3.83
ammonium 4.06 4.37 4.84
ammunition 4.59 5.7 5.95
amnesia 3.43 5.04 3.08
amnesty 5.38 3.86 6.0
amorous 5.95 4.21 6.0
amount 5.42 3.53 5.39
amour 6.43 5.43 5.91
amp 5.79 5.05 5.13
amphibian 5.4 3.35 5.42
amphibious 5.75 5.7 4.85
ample 5.89 3.28 6.04
amputate 2.1 5.43 3.0
amputation 1.84 4.86 2.85
amuck 4.0 4.41 3.74
amulet 5.75 3.95 5.79
amuse 7.1 5.17 6.8
amused 7.05 4.27 5.93
amusement 7.0 4.82 6.59
amusing 7.6 5.18 6.79
anaconda 4.43 6.0 4.08
anagram 4.37 3.86 4.83
anal 4.0 4.29 4.45
analogy 5.24 3.95 5.33
analysis 5.25 3.74 5.95
analyst 5.0 3.24 4.76
analytical 6.0 4.13 6.43
analyze 5.65 4.1 5.96
analyzer 4.62 3.48 5.88
anaphylactic 4.0 5.57 4.17
anarchist 2.76 4.16 4.57
anarchy 3.68 4.86 3.1
anatomy 6.29 4.43 5.95
ancestor 6.37 3.73 4.81
ancestral 6.6 3.6 5.05
ancestry 6.29 3.71 4.16
anchor 5.16 3.32 5.29
anchorage 5.09 3.82 5.8
ancient 7.24 3.48 4.86
android 5.62 3.5 5.75
anecdote 5.62 4.65 6.0
anemia 3.05 4.09 3.55
anemic 3.45 3.45 3.14
anesthesia 4.84 3.64 2.95
anesthesiologist 4.95 3.56 3.68
anesthetic 5.48 3.23 4.72
aneurysm 2.5 5.38 2.7
angel 7.71 4.24 5.9
angelic 6.68 4.27 6.32
anger 2.5 5.93 5.14
angina 2.85 4.72 4.0
angiogram 4.19 3.61 4.28
angle 4.55 3.22 5.27
angora 5.63 2.95 5.0
angry 2.53 6.2 4.11
angst 3.5 5.76 3.62
anguish 3.14 5.41 4.27
anguished 2.78 4.79 2.88
animal 7.06 4.3 5.72
animated 6.65 5.77 6.71
animation 6.42 5.52 5.16
animosity 3.4 5.83 5.04
ankle 5.4 3.11 5.58
anklet 4.75 3.57 5.08
annals 4.8 2.6 4.95
annex 4.41 4.0 5.26
annihilate 3.15 6.44 4.62
annihilation 2.58 5.52 3.2
anniversary 6.95 4.0 6.86
announce 5.52 3.65 5.48
announcement 5.81 4.3 5.05
announcer 5.84 4.5 4.07
annoy 2.49 5.04 4.64
annoyance 2.95 4.1 3.45
annoyed 2.8 5.29 4.08
annoying 3.0 5.55 3.28
annual 5.19 3.7 4.9
annul 3.83 4.23 4.9
annulment 4.05 4.14 4.15
anointed 4.79 3.32 5.18
anomaly 4.84 4.25 4.26
anonymity 4.81 3.29 5.88
anonymous 5.75 4.13 5.48
anorexic 2.71 4.24 3.43
answer 6.1 4.0 5.95
ant 3.9 3.27 5.3
antagonistic 4.32 4.11 4.41
antagonize 3.15 4.95 4.0
antelope 5.68 4.46 5.57
antenna 5.43 3.15 5.67
anterior 4.89 3.36 4.64
anthem 5.95 4.48 6.29
anthill 4.32 4.63 4.76
anthrax 2.32 4.72 2.71
anthropological 5.53 3.82 5.14
anthropologist 5.7 3.27 5.19
anthropology 5.3 2.91 6.0
anti 4.47 4.23 5.05
antiaircraft 4.85 4.6 4.73
antibiotic 5.88 4.05 5.72
antibiotics 5.05 4.05 5.11
antichrist 2.36 5.58 4.39
anticipate 6.0 5.7 5.36
anticipation 5.26 5.39 5.53
antics 3.95 5.1 5.24
antidote 6.55 3.24 6.08
antigravity 5.74 5.1 3.77
antiquated 5.0 4.95 4.69
antique 6.5 4.0 5.79
antiques 6.63 3.68 5.17
antiseptic 4.57 3.15 4.77
antisocial 3.21 5.32 5.33
antsy 4.36 5.23 3.85
anus 2.9 4.39 4.96
anvil 5.05 4.4 5.38
anxiety 2.38 4.78 3.39
anxious 3.8 6.2 4.15
anytime 5.81 4.6 5.32
aorta 4.35 3.64 4.37
aortic 4.25 3.5 4.58
apache 5.2 3.7 4.95
apartment 5.72 3.8 5.33
apartments 5.0 3.28 5.18
apathy 3.68 3.8 5.15
ape 5.21 4.25 5.38
apex 5.52 3.48 5.17
aphrodisiac 6.43 5.96 5.04
apocalypse 3.24 5.04 2.65
apologetic 6.65 4.0 5.0
apologize 4.94 3.52 4.22
apology 6.24 4.0 5.1
apostle 5.5 4.38 4.71
apothecary 5.48 4.23 5.35
appalled 3.62 4.91 4.11
appalling 2.95 5.5 4.55
apparatus 5.5 4.0 5.14
apparel 5.38 4.3 6.19
apparent 4.96 3.19 6.4
apparition 4.85 4.82 4.38
appeal 6.3 3.57 5.36
appear 5.25 3.24 5.36
appearance 6.14 4.57 5.9
appease 5.95 3.55 5.59
appendage 4.23 4.35 5.32
appendectomy 2.95 6.14 3.59
appendicitis 1.86 5.12 2.71
appendix 4.81 2.92 4.25
appetite 6.23 5.37 5.57
appetizer 7.29 4.52 6.36
appetizing 7.0 4.82 6.18
applaud 6.7 5.05 5.91
applause 7.12 5.38 6.56
apple 6.62 3.52 6.44
apple-juice 7.3 3.2 6.0
applejack 5.79 3.8 5.74
applesauce 6.9 2.78 6.39
appliance 5.15 2.84 5.0
applicant 4.91 3.96 5.08
application 5.05 4.52 4.3
apply 5.16 3.24 6.2
appoint 5.95 4.25 5.65
appointment 4.43 4.8 6.68
appraisal 5.09 4.09 5.65
appreciate 7.33 3.1 7.0
appreciation 7.3 4.68 6.63
appreciative 7.14 4.35 6.9
apprehend 4.14 5.13 4.48
apprehension 4.15 4.23 5.07
apprehensive 3.32 4.77 4.64
apprentice 5.95 3.59 5.05
approach 5.45 4.48 6.03
appropriate 6.1 4.04 5.0
approval 6.75 3.52 6.63
approve 7.0 4.09 7.26
approximate 5.26 3.82 4.95
apricot 5.95 4.29 5.94
apron 5.8 2.9 5.28
apt 5.64 4.05 5.95
aptitude 5.95 4.55 5.45
aqua 6.5 3.6 4.82
aquamarine 6.4 3.9 4.95
aquarium 6.43 4.3 6.14
aquatic 6.8 3.58 4.53
arbitrary 4.15 4.55 4.77
arbitration 4.09 4.41 4.19
arcade 6.45 6.1 6.81
arcane 5.25 3.61 5.55
arch 5.8 3.15 5.45
archaeological 6.05 4.52 5.18
archaeologist 5.42 4.14 5.17
archaeology 6.1 3.86 5.26
archaic 4.5 4.38 4.62
archangel 7.27 4.19 4.79
archbishop 4.71 3.78 4.73
archdiocese 3.95 3.41 4.04
archduke 4.15 3.56 5.73
archery 5.25 4.39 5.73
architect 6.21 3.25 6.05
architectural 6.32 4.05 5.18
architecture 6.05 4.39 5.67
archive 4.81 4.18 5.24
arctic 4.45 3.88 5.0
ardent 4.95 4.62 5.32
area 5.56 2.19 5.06
arena 5.75 4.23 6.04
argue 3.15 6.67 4.77
argument 2.62 5.22 5.65
argumentative 3.2 5.61 4.0
arise 6.17 4.76 5.87
aristocracy 5.21 4.15 5.08
aristocrat 4.28 3.6 4.94
aristocratic 5.79 3.18 4.43
arithmetic 4.95 4.0 5.54
ark 6.15 3.52 5.88
arm 5.44 3.44 6.02
armada 4.6 3.29 5.6
armament 5.05 4.65 5.37
armchair 5.67 2.75 5.79
armed 4.11 6.3 5.68
armor 6.1 3.29 6.3
armored 5.67 3.52 5.7
armory 5.25 4.48 5.74
armpit 4.1 3.57 5.24
army 4.65 4.49 4.65
aroma 7.65 4.35 6.06
arouse 6.67 6.21 6.1
aroused 5.95 7.3 5.58
arraignment 3.91 4.6 5.33
arrange 5.15 3.57 6.71
arrangement 5.71 3.0 5.5
array 5.9 3.71 5.62
arrest 2.33 6.86 3.11
arrhythmia 3.86 4.95 4.25
arrival 6.67 3.6 6.53
arrive 6.41 5.0 6.84
arrogance 2.55 4.65 5.0
arrogant 2.52 5.15 4.64
arrow 5.24 3.91 5.53
arsenal 4.45 5.48 5.25
arsenic 3.0 4.7 3.46
arson 2.26 5.41 3.78
arsonist 2.5 6.95 3.42
art 6.85 4.48 6.02
arterial 3.95 3.39 4.12
artery 4.29 4.09 4.78
arthritis 2.32 4.27 2.63
artichoke 5.3 3.5 5.48
article 5.68 3.5 5.68
articulate 6.55 4.27 6.89
artifact 6.2 4.95 5.73
artificial 3.86 4.17 4.55
artillery 4.1 4.56 4.64
artist 6.76 4.1 6.95
artiste 6.33 3.0 5.35
artistic 7.0 5.0 6.86
artistry 6.91 4.71 7.43
artwork 6.76 4.18 6.33
arty 6.55 5.53 5.48
asbestos 2.24 4.38 3.05
ascend 6.19 4.13 5.58
ascendant 5.29 3.23 5.78
ascending 5.14 3.73 5.55
ascension 5.77 5.36 5.45
ascertain 5.3 3.17 6.29
ashamed 2.52 5.65 4.63
ashtray 3.52 3.48 5.56
asinine 5.05 4.63 4.81
ask 5.95 3.48 6.29
asleep 6.5 2.0 4.33
asparagus 5.43 2.73 5.67
aspect 4.89 3.39 4.76
aspen 6.57 4.11 5.5
asphalt 4.46 3.2 4.62
asphyxia 2.19 6.14 2.4
asphyxiation 1.53 6.91 2.54
aspiration 6.26 5.0 5.94
aspire 6.43 3.68 6.85
aspirin 5.3 3.35 5.12
aspiring 6.89 4.41 6.85
ass 5.45 5.43 3.61
assailant 3.24 5.7 3.0
assassin 2.11 5.82 3.36
assassinate 3.27 6.38 3.23
assassination 1.83 6.2 4.0
assault 2.05 6.8 3.49
assemble 5.14 3.52 6.28
assembly 5.47 3.95 4.82
assemblyman 5.0 3.12 5.21
assert 5.68 4.64 5.93
assertive 5.37 5.55 6.04
assess 5.84 3.45 5.21
assessment 5.22 2.75 5.44
asset 7.25 4.43 6.0
asshole 2.11 6.38 2.89
assign 4.75 3.71 5.74
assignment 5.39 4.45 6.0
assimilate 4.63 4.15 5.15
assist 5.95 3.76 6.41
assistance 5.82 3.82 6.45
assistant 5.91 4.8 6.37
associate 5.2 3.11 4.88
association 5.5 3.67 6.14
assorted 5.82 3.52 5.41
assortment 5.64 3.88 5.79
assume 4.41 4.2 6.21
assumption 4.3 4.14 5.03
assurance 5.95 2.81 6.07
assure 6.33 3.1 6.52
asterisk 5.38 2.78 5.72
asteroid 4.95 5.6 3.68
asthma 2.45 4.5 3.54
asthmatic 3.33 3.38 3.84
astonish 5.55 5.38 6.0
astonished 6.42 5.73 4.87
astonishing 6.53 5.77 5.23
astound 6.3 5.05 5.56
astral 5.32 5.13 5.26
astrology 4.79 4.18 4.67
astronaut 6.73 4.4 5.32
astronomer 5.59 5.42 5.33
astronomical 6.37 5.0 5.14
astronomy 6.0 4.33 5.21
astute 6.22 3.16 6.0
asylum 3.24 5.55 3.52
atheist 4.64 4.76 5.41
athlete 6.21 4.75 5.96
athletic 6.76 5.0 6.11
athletics 6.14 4.93 6.15
atlas 5.95 2.5 5.7
atmosphere 6.05 4.0 4.86
atmospheric 5.72 4.09 5.11
atoll 5.14 3.55 4.7
atom 5.74 4.29 5.39
atomic 4.26 5.85 3.96
atone 5.6 4.0 5.65
atrium 5.95 3.57 5.22
atrocious 3.14 4.12 4.35
atrocity 2.95 5.0 2.96
atrophy 3.16 3.86 4.0
attach 5.26 3.81 4.7
attachment 6.0 2.96 6.32
attack 2.0 7.05 3.39
attacker 2.23 7.27 4.26
attain 5.85 3.11 7.08
attempt 6.0 4.94 5.67
attempted 5.35 3.64 6.52
attend 5.4 3.5 6.7
attendance 5.95 4.24 5.59
attendant 5.63 3.14 5.09
attention 6.68 4.05 6.47
attentive 6.43 4.37 6.62
attest 5.1 3.68 6.26
attic 4.95 3.45 5.36
attire 6.16 3.95 5.78
attitude 4.72 4.76 5.88
attorney 3.67 4.8 5.53
attract 6.38 5.35 5.6
attraction 7.0 5.4 4.62
attractive 7.19 4.91 6.81
attribute 5.67 4.12 6.0
auburn 5.89 3.62 5.61
auction 5.43 4.5 5.33
auctioneer 5.09 4.0 5.37
audacious 5.11 4.28 5.41
audacity 5.2 4.1 5.33
audible 6.05 4.45 6.26
audience 5.89 4.91 5.14
audio 6.56 4.29 5.96
audit 2.82 5.78 3.68
audition 5.2 4.24 6.0
auditor 3.26 3.7 5.2
auditorium 6.05 4.45 5.05
auditory 5.05 4.5 6.11
aunt 6.56 2.71 4.28
auntie 6.24 3.58 5.79
aura 6.45 4.7 5.65
auspicious 4.76 3.39 5.5
authentic 6.91 4.55 6.58
authenticate 5.1 4.36 5.78
authenticity 6.81 4.42 6.23
author 6.33 2.73 6.38
authority 4.76 5.35 5.19
authorization 5.86 4.32 4.77
authorize 5.37 4.67 6.54
autism 3.2 4.1 3.12
autistic 3.62 4.24 2.43
auto 5.0 4.95 5.7
autobiographical 4.82 3.74 5.89
autobiography 5.79 2.85 6.5
autograph 6.21 3.55 6.1
autographed 6.14 4.65 6.42
automated 4.74 4.05 4.5
automatic 6.05 3.7 5.27
automobile 5.45 3.91 6.0
automotive 5.37 4.5 5.38
autonomy 5.05 4.09 6.19
autopilot 5.65 4.11 3.72
autopsy 2.62 4.36 3.22
autumn 7.12 3.21 5.17
auxiliary 5.26 3.61 5.81
avail 5.42 3.77 6.0
availability 5.68 4.38 5.5
available 6.86 4.04 6.59
avalanche 4.0 6.55 3.24
avenge 4.05 6.35 5.92
avenging 4.89 6.1 6.55
avenue 5.74 3.3 5.18
average 4.89 3.29 5.59
aversion 4.0 5.14 4.81
avert 5.16 3.62 5.22
aviation 5.9 4.05 5.62
aviator 6.39 4.67 6.13
avid 5.74 4.32 5.71
avocado 6.32 4.05 5.22
avoid 4.1 3.92 4.81
avoidance 3.35 4.95 4.88
await 5.33 2.91 4.71
awake 6.76 5.5 6.68
awaken 6.05 4.29 6.09
awakening 6.41 4.67 6.54
award 7.86 5.85 6.9
aware 6.86 4.7 7.05
awareness 6.45 3.73 7.22
awe 6.85 3.83 5.85
awed 6.05 4.21 6.0
awesome 7.86 6.05 7.11
awful 2.28 4.86 3.06
awkward 2.95 4.55 4.25
awkwardness 3.86 4.65 4.13
awning 5.79 2.9 5.29
axe 3.48 5.64 5.55
axis 4.19 3.92 5.59
axle 4.67 2.45 5.3
babble 4.55 4.0 4.74
babe 6.86 4.25 6.79
baboon 5.55 5.11 4.96
baby 6.67 4.97 4.94
babysit 4.74 3.67 5.74
babysitter 6.55 3.48 5.68
Bacardi 5.68 4.36 5.79
bachelor 5.58 4.14 5.13
bachelorette 5.52 4.09 4.89
back 4.76 2.59 5.22
backboard 4.7 3.41 5.47
backbone 5.16 4.05 6.4
backdoor 4.86 3.85 5.43
backdrop 5.45 2.7 5.27
backer 4.73 3.53 5.62
backfire 3.0 4.79 3.5
backgammon 5.6 2.06 4.83
background 5.05 3.67 5.57
backhand 3.5 4.61 4.9
backpack 6.05 3.68 6.5
backroom 4.6 3.5 5.08
backseat 4.84 3.32 3.9
backside 4.58 3.68 5.22
backtrack 4.26 3.15 5.3
backup 5.85 3.45 5.85
backwater 4.33 3.84 5.0
backwoods 5.0 2.57 5.21
backyard 6.1 3.88 6.79
bacon 7.52 4.16 6.11
bacteria 3.3 4.24 3.44
bacterial 3.68 5.0 3.6
bad 3.24 4.86 3.56
badass 6.14 6.68 6.0
badge 5.24 4.4 5.75
badger 4.63 4.35 4.58
badness 3.55 4.38 4.08
bag 5.05 3.43 5.62
bagel 6.32 3.6 5.17
baggage 4.5 4.0 5.95
baggie 5.43 3.55 5.33
baggy 4.45 4.05 5.21
bagman 4.7 2.7 3.86
bail 3.79 3.91 4.0
bailiff 3.95 4.33 4.86
bait 4.0 3.5 5.95
bake 7.2 5.0 6.83
bakery 6.79 3.86 5.74
balance 6.84 4.13 5.47
balcony 6.11 4.0 5.09
bald 2.85 3.71 4.5
balding 3.05 3.38 3.65
baldy 3.95 2.7 5.22
bale 4.9 2.78 4.91
ball 6.14 3.48 5.47
ballad 6.33 3.6 6.32
ballast 4.67 4.06 4.86
ballerina 6.79 3.73 5.59
ballet 6.86 3.72 5.62
ballgame 7.0 4.65 5.26
ballistic 5.0 4.09 4.3
ballistics 4.05 5.58 4.71
balloon 6.84 3.9 5.45
ballot 5.29 4.15 5.45
ballpark 5.44 3.85 5.16
ballplayer 5.26 4.09 6.24
ballpoint 5.1 2.46 5.26
ballroom 5.75 4.27 5.67
ballsy 4.9 5.29 5.88
